node1,node2,sign
400080,400424,1
400080,400245,1
400080,400364,1
400080,400227,1
400080,400309,1
400080,400269,1
400080,400314,1
400083,400190,1
400151,400190,1
400153,400190,1
400084,400153,1
400083,400153,1
400171,400263,-1
400061,400171,1
400083,400171,1
400171,400627,1
400171,400328,1
400032,400171,1
400171,400315,1
400171,400651,1
400171,400381,1
400151,400171,1
400171,400175,1
400189,400323,1
400189,400190,-1
400084,400190,1
400176,400190,1
400190,400369,1
400030,400190,1
400190,400291,-1
400167,400190,1
400190,400654,1
400005,400190,1
400190,400411,1
400190,400323,-1
400190,400234,1
400190,400626,1
400234,400323,-1
400263,400395,1
400263,400323,1
400263,400357,1
400263,400283,1
400291,400387,1
400314,400323,1
400315,400323,-1
400323,400371,1
400096,400323,-1
400120,400323,1
400154,400365,1
400027,400365,1
400245,400365,-1
400070,400365,1
400323,400387,1
400262,400387,1
400064,400387,1
400387,400395,1
400111,400387,1
400387,400407,1
400371,400387,1
400314,400387,1
400291,400395,1
400004,400104,1
400004,400427,1
400017,400151,1
400017,400303,1
400018,400380,-1
400018,400439,1
400018,400104,-1
400018,400050,1
400018,400132,-1
400018,400427,-1
400018,400617,-1
400018,400285,-1
400018,400151,-1
400018,400626,-1
400018,400315,-1
400018,400320,-1
400018,400070,1
400018,400168,-1
400018,400428,-1
400018,400091,1
400018,400039,1
400018,400052,-1
400018,400019,1
400018,400288,-1
400018,400034,-1
400018,400115,1
400018,400648,1
400034,400211,1
400050,400380,-1
400050,400663,1
400050,400092,1
400050,400199,1
400050,400122,1
400050,400217,1
400050,400208,1
400050,400101,1
400070,400091,1
400027,400070,1
400070,400332,1
400035,400070,1
400070,400222,1
400070,400637,1
400070,400205,1
400087,400101,1
400087,400195,1
400092,400663,1
400092,400380,-1
400101,400230,1
400101,400391,-1
400101,400383,1
400013,400101,1
400101,400360,1
400101,400189,1
400101,400126,1
400101,400638,1
400101,400246,1
400101,400218,1
400101,400387,1
400101,400432,-1
400101,400251,1
400101,400314,1
400101,400253,1
400062,400101,1
400101,400262,1
400101,400193,1
400101,400289,1
400101,400425,1
400101,400124,1
400101,400184,1
400101,400414,1
400101,400639,1
400101,400199,1
400070,400101,1
400104,400380,1
400104,400315,1
400104,400626,1
400104,400220,1
400052,400104,1
400005,400104,1
400104,400643,1
400104,400427,1
400101,400104,-1
400032,400104,1
400104,400168,1
400104,400636,1
400104,400336,1
400104,400145,1
400016,400104,1
400104,400151,1
400104,400644,1
400104,400287,1
400104,400405,1
400104,400432,1
400104,400391,1
400104,400441,1
400071,400104,1
400104,400640,1
400104,400192,1
400104,400132,1
400151,400303,1
400151,400320,1
400070,400151,-1
400101,400151,-1
400070,400189,1
400199,400380,-1
400018,400199,1
400092,400199,1
400070,400199,1
400070,400236,1
400101,400236,1
400246,400427,-1
400070,400314,1
400315,400380,1
400320,400380,1
400285,400320,1
400320,400617,1
400320,400385,1
400070,400336,-1
400070,400370,1
400101,400370,1
400380,400439,-1
400391,400427,1
400211,400391,1
400380,400391,1
400299,400391,1
400132,400391,1
400370,400391,-1
400033,400391,-1
400391,400437,-1
400226,400391,-1
400380,400427,1
400070,400428,-1
400230,400428,-1
400101,400428,-1
400380,400626,1
400092,400626,-1
400070,400638,1
400303,400365,1
400365,400399,1
400124,400245,1
400278,400306,1
400245,400306,1
400227,400306,1
400306,400379,1
400278,400405,-1
400306,400405,-1
400379,400405,-1
400405,400636,1
400227,400405,-1
400276,400636,1
400278,400636,-1
400025,400365,-1
400043,400343,1
400043,400364,1
400043,400166,-1
400043,400289,1
400043,400189,-1
400043,400622,1
400043,400080,1
400080,400289,1
400025,400080,1
400080,400199,1
400080,400102,1
400080,400343,1
400013,400080,1
400080,400124,1
400080,400184,1
400080,400402,1
400091,400166,1
400091,400102,-1
400091,400343,-1
400102,400245,1
400115,400263,-1
400134,400315,1
400134,400617,1
400134,400365,1
400134,400196,1
400134,400305,-1
400151,400617,1
400076,400151,1
400115,400151,1
400151,400651,1
400131,400151,1
400061,400151,1
400151,400421,1
400151,400212,1
400151,400343,-1
400151,400385,1
400124,400166,-1
400166,400184,-1
400166,400349,1
400166,400283,-1
400122,400166,-1
400166,400314,-1
400182,400342,1
400091,400182,1
400182,400434,1
400072,400182,1
400182,400405,1
400182,400370,1
400182,400365,1
400192,400385,1
400192,400617,1
400196,400365,1
400033,400199,1
400199,400230,1
400043,400245,1
400227,400263,1
400245,400263,1
400263,400436,1
400111,400263,1
400246,400263,1
400263,400413,1
400100,400263,1
400249,400263,1
400289,400365,-1
400305,400343,1
400343,400622,1
400343,400365,-1
400245,400361,1
400166,400361,-1
400361,400364,1
400134,400361,-1
400102,400361,1
400245,400364,1
400102,400364,1
400168,400364,-1
400365,400381,1
400076,400365,1
400365,400617,1
400131,400365,1
400315,400365,1
400365,400637,1
400365,400651,1
400365,400654,1
400080,400365,-1
400189,400365,1
400034,400365,1
400365,400385,1
400189,400378,-1
400263,400378,1
400378,400663,1
400166,400378,-1
400378,400402,1
400378,400436,1
400357,400378,1
400305,400378,1
400364,400424,1
400131,400651,1
400102,400651,-1
400115,400378,-1
400061,400115,1
400170,400378,1
400314,400378,1
400170,400314,1
400278,400378,1
400009,400065,1
400035,400109,1
400035,400396,1
400035,400222,1
400035,400204,1
400035,400149,1
400046,400322,1
400046,400065,1
400057,400322,1
400065,400322,1
400065,400618,1
400065,400645,1
400065,400443,1
400065,400331,-1
400065,400419,1
400115,400322,1
400065,400115,1
400057,400115,1
400065,400116,1
400065,400134,1
400149,400322,-1
400154,400322,1
400065,400154,1
400029,400171,1
400171,400176,1
400115,400171,1
400171,400322,1
400065,400171,1
400149,400171,-1
400176,400322,1
400189,400278,1
400033,400263,1
400193,400263,1
400065,400263,-1
400222,400263,1
400035,400278,1
400278,400396,1
400100,400278,1
400129,400278,1
400033,400278,1
400278,400314,1
400278,400331,1
400193,400278,1
400109,400283,1
400065,400303,1
400313,400322,1
400314,400331,1
400035,400314,1
400109,400314,1
400314,400322,-1
400322,400331,-1
400322,400335,1
400116,400322,1
400134,400322,1
400303,400322,1
400088,400322,1
400158,400322,1
400322,400419,1
400322,400618,1
400029,400322,1
400144,400322,1
400035,400322,-1
400162,400331,1
400331,400423,1
400109,400331,1
400227,400331,1
400193,400331,1
400129,400331,1
400218,400331,1
400149,400331,1
400283,400331,1
400035,400331,1
400331,400335,-1
400278,400335,-1
400170,400328,-1
400170,400239,-1
400300,400328,1
400100,400328,-1
